Timestamp, Event, Value
0,769,Accelerate,1
0,785,Accelerate,1
0,804,Accelerate,1
0,822,Accelerate,1
0,840,Turn Right,1
0,840,Accelerate,1
0,855,Turn Right,1
0,856,Accelerate,1
0,872,Turn Right,1
0,872,Accelerate,1
0,889,Turn Right,1
0,890,Accelerate,1
0,906,Turn Right,1
0,907,Accelerate,1
0,922,Turn Right,1
0,922,Accelerate,1
0,937,Turn Right,1
0,937,Accelerate,1
0,952,Turn Right,1
0,952,Accelerate,1
0,967,Turn Right,1
0,968,Accelerate,1
0,982,Turn Right,1
0,982,Accelerate,1
0,997,Turn Right,1
0,997,Accelerate,1
1,017,Turn Right,1
1,017,Accelerate,1
1,026,Turn Right,1
1,026,Accelerate,1
1,040,Turn Right,1
1,040,Accelerate,1
1,055,Turn Right,1
1,055,Accelerate,1
1,073,Turn Right,1
1,073,Accelerate,1
1,089,Turn Right,1
1,090,Accelerate,1
1,106,Turn Right,1
1,106,Accelerate,1
1,122,Turn Right,1
1,123,Accelerate,1
1,140,Accelerate,1
1,157,Turn Left,1
1,157,Accelerate,1
1,172,Turn Left,1
1,172,Accelerate,1
1,189,Turn Left,1
1,189,Accelerate,1
1,206,Turn Left,1
1,206,Accelerate,1
1,223,Turn Left,1
1,223,Accelerate,1
1,238,Turn Left,1
1,239,Accelerate,1
1,256,Turn Left,1
1,256,Accelerate,1
1,272,Turn Left,1
1,273,Accelerate,1
1,290,Turn Left,1
1,290,Accelerate,1
1,306,Turn Left,1
1,306,Accelerate,1
1,323,Turn Left,1
1,323,Accelerate,1
1,339,Turn Left,1
1,339,Accelerate,1
1,356,Turn Left,1
1,356,Accelerate,1
1,372,Accelerate,1
1,390,Accelerate,1
1,407,Accelerate,1
1,422,Accelerate,1
1,439,Accelerate,1
1,456,Accelerate,1
1,472,Accelerate,1
1,490,Accelerate,1
1,506,Accelerate,1
1,522,Accelerate,1
1,539,Accelerate,1
1,556,Accelerate,1
1,573,Turn Right,1
1,573,Accelerate,1
1,589,Turn Right,1
1,589,Accelerate,1
1,607,Turn Left,1
1,607,Accelerate,1
1,622,Turn Left,1
1,622,Accelerate,1
1,640,Turn Left,1
1,640,Accelerate,1
1,655,Turn Left,1
1,655,Accelerate,1
1,672,Turn Left,1
1,672,Accelerate,1
1,689,Turn Left,1
1,689,Accelerate,1
1,706,Turn Left,1
1,707,Accelerate,1
1,722,Turn Left,1
1,723,Accelerate,1
1,739,Turn Left,1
1,739,Accelerate,1
1,756,Turn Left,1
1,757,Accelerate,1
1,772,Turn Left,1
1,772,Accelerate,1
1,789,Turn Left,1
1,789,Accelerate,1
1,807,Turn Left,1
1,807,Accelerate,1
1,822,Turn Left,1
1,822,Accelerate,1
1,840,Accelerate,1
1,856,Accelerate,1
1,872,Accelerate,1
1,890,Accelerate,1
1,907,Accelerate,1
1,922,Accelerate,1
1,939,Accelerate,1
1,956,Accelerate,1
1,972,Accelerate,1
1,990,Accelerate,1
2,007,Accelerate,1
2,023,Turn Right,1
2,023,Accelerate,1
2,039,Turn Right,1
2,039,Accelerate,1
2,055,Turn Right,1
2,055,Accelerate,1
2,072,Turn Right,1
2,073,Accelerate,1
2,090,Turn Right,1
2,090,Accelerate,1
2,107,Turn Right,1
2,107,Accelerate,1
2,122,Turn Right,1
2,122,Accelerate,1
2,139,Turn Right,1
2,139,Accelerate,1
2,156,Turn Right,1
2,157,Accelerate,1
2,173,Turn Right,1
2,173,Accelerate,1
2,190,Turn Right,1
2,190,Accelerate,1
2,206,Turn Right,1
2,206,Accelerate,1
2,222,Accelerate,1
2,239,Accelerate,1
2,255,Accelerate,1
2,273,Accelerate,1
2,289,Accelerate,1
2,306,Accelerate,1
2,322,Accelerate,1
2,340,Accelerate,1
2,355,Accelerate,1
2,373,Accelerate,1
