Timestamp, Event, Value
0,468,Bullet Fired,1
0,559,Bullet Fired,1
0,560,Accelerate,1
0,574,Accelerate,1
0,591,Accelerate,1
0,609,Turn Right,1
0,609,Accelerate,1
0,624,Turn Right,1
0,624,Accelerate,1
0,641,Turn Right,1
0,641,Accelerate,1
0,657,Turn Right,1
0,658,Accelerate,1
0,674,Turn Right,1
0,674,Accelerate,1
0,691,Turn Right,1
0,692,Accelerate,1
0,707,Turn Right,1
0,707,Accelerate,1
0,724,Turn Right,1
0,724,Accelerate,1
0,740,Turn Right,1
0,740,Accelerate,1
0,757,Turn Right,1
0,758,Accelerate,1
0,775,Turn Right,1
0,784,Accelerate,1
0,791,Turn Right,1
0,791,Accelerate,1
0,809,Turn Right,1
0,810,Accelerate,1
0,825,Turn Right,1
0,825,Accelerate,1
0,841,Turn Right,1
0,842,Accelerate,1
0,859,Accelerate,1
0,874,Accelerate,1
0,891,Accelerate,1
0,908,Accelerate,1
0,925,Accelerate,1
0,941,Accelerate,1
0,957,Accelerate,1
0,974,Accelerate,1
0,991,Accelerate,1
1,007,Accelerate,1
1,024,Accelerate,1
1,041,Accelerate,1
1,057,Accelerate,1
1,074,Accelerate,1
1,091,Accelerate,1
1,108,Accelerate,1
1,125,Accelerate,1
1,140,Accelerate,1
1,158,Accelerate,1
1,175,Accelerate,1
1,191,Accelerate,1
1,208,Turn Left,1
1,209,Accelerate,1
1,224,Turn Left,1
1,224,Accelerate,1
1,241,Turn Left,1
1,241,Accelerate,1
1,257,Turn Left,1
1,258,Accelerate,1
1,274,Turn Left,1
1,274,Accelerate,1
1,291,Turn Left,1
1,291,Accelerate,1
1,308,Turn Left,1
1,308,Accelerate,1
1,324,Turn Left,1
1,324,Accelerate,1
1,341,Turn Left,1
1,341,Accelerate,1
1,359,Accelerate,1
1,374,Accelerate,1
1,391,Accelerate,1
1,408,Accelerate,1
1,424,Accelerate,1
1,442,Accelerate,1
1,458,Accelerate,1
1,474,Accelerate,1
1,491,Accelerate,1
1,507,Accelerate,1
1,524,Accelerate,1
1,541,Accelerate,1
1,557,Accelerate,1
1,574,Accelerate,1
1,591,Accelerate,1
1,607,Accelerate,1
1,624,Accelerate,1
1,641,Accelerate,1
1,657,Accelerate,1
1,675,Turn Right,1
1,675,Accelerate,1
1,692,Turn Right,1
1,692,Accelerate,1
1,708,Turn Right,1
1,708,Accelerate,1
1,724,Turn Right,1
1,725,Accelerate,1
1,741,Turn Right,1
1,741,Accelerate,1
1,758,Turn Right,1
1,758,Accelerate,1
1,774,Turn Right,1
1,774,Accelerate,1
1,791,Turn Right,1
1,791,Accelerate,1
1,807,Turn Right,1
1,808,Accelerate,1
1,824,Accelerate,1
1,841,Accelerate,1
1,858,Accelerate,1
1,875,Accelerate,1
1,891,Accelerate,1
1,908,Accelerate,1
1,925,Accelerate,1
1,941,Accelerate,1
1,958,Accelerate,1
1,974,Accelerate,1
1,991,Accelerate,1
2,007,Accelerate,1
2,025,Accelerate,1
2,041,Accelerate,1
2,057,Accelerate,1
2,074,Accelerate,1
2,091,Accelerate,1
2,107,Accelerate,1
2,124,Accelerate,1
2,140,Accelerate,1
2,157,Accelerate,1
2,174,Accelerate,1
2,191,Accelerate,1
2,208,Accelerate,1
2,224,Accelerate,1
2,240,Accelerate,1
2,258,Turn Left,1
2,259,Accelerate,1
2,274,Turn Left,1
2,275,Accelerate,1
2,290,Turn Left,1
2,296,Accelerate,1
2,308,Bullet Missed,1
2,309,Turn Left,1
2,309,Accelerate,1
2,324,Turn Left,1
2,324,Accelerate,1
2,342,Turn Left,1
2,342,Accelerate,1
2,357,Turn Left,1
2,358,Accelerate,1
2,374,Turn Left,1
2,375,Accelerate,1
2,391,Accelerate,1
2,408,Accelerate,1
2,424,Accelerate,1
2,441,Accelerate,1
2,458,Accelerate,1
2,473,Accelerate,1
2,491,Accelerate,1
2,507,Bullet Missed,1
2,507,Accelerate,1
2,524,Accelerate,1
2,541,Accelerate,1
2,558,Accelerate,1
2,574,Accelerate,1
2,591,Accelerate,1
2,607,Accelerate,1
2,625,Accelerate,1
2,641,Accelerate,1
2,657,Accelerate,1
2,674,Accelerate,1
2,691,Accelerate,1
2,708,Accelerate,1
2,724,Accelerate,1
2,741,Accelerate,1
2,758,Accelerate,1
2,774,Accelerate,1
2,791,Accelerate,1
2,807,Accelerate,1
2,824,Accelerate,1
2,841,Accelerate,1
2,858,Accelerate,1
2,874,Accelerate,1
2,891,Accelerate,1
2,907,Accelerate,1
2,924,Accelerate,1
2,942,Accelerate,1
2,957,Accelerate,1
2,974,Accelerate,1
2,991,Accelerate,1
3,007,Accelerate,1
3,024,Accelerate,1
