Timestamp, Event, Value
0,000,Accelerate,1
4,699,Accelerate,1
4,714,Accelerate,1
4,731,Accelerate,1
4,748,Accelerate,1
4,764,Accelerate,1
4,781,Accelerate,1
4,797,Accelerate,1
4,814,Accelerate,1
4,830,Accelerate,1
4,847,Accelerate,1
4,863,Accelerate,1
4,881,Accelerate,1
4,897,Accelerate,1
4,914,Accelerate,1
4,931,Accelerate,1
4,948,Accelerate,1
4,965,Accelerate,1
4,980,Accelerate,1
4,997,Accelerate,1
5,015,Accelerate,1
5,032,Accelerate,1
5,047,Accelerate,1
5,065,Accelerate,1
5,081,Accelerate,1
5,097,Accelerate,1
5,115,Accelerate,1
5,130,Accelerate,1
5,147,Accelerate,1
5,164,Accelerate,1
5,181,Accelerate,1
5,198,Accelerate,1
5,215,Accelerate,1
5,232,Accelerate,1
5,247,Accelerate,1
5,264,Accelerate,1
5,281,Accelerate,1
5,298,Accelerate,1
5,314,Accelerate,1
5,332,Accelerate,1
5,348,Accelerate,1
5,365,Accelerate,1
5,381,Accelerate,1
5,399,Accelerate,1
5,414,Accelerate,1
5,698,Accelerate,1
5,714,Accelerate,1
5,731,Accelerate,1
5,747,Accelerate,1
5,764,Damage taken,1
5,764,Accelerate,1
5,780,Accelerate,1
5,797,Accelerate,1
5,814,Accelerate,1
5,831,Accelerate,1
5,848,Accelerate,1
5,864,Accelerate,1
5,881,Accelerate,1
5,897,Accelerate,1
5,915,Accelerate,1
5,931,Accelerate,1
5,948,Accelerate,1
5,964,Accelerate,1
5,981,Accelerate,1
5,998,Accelerate,1
6,014,Accelerate,1
6,031,Accelerate,1
6,048,Accelerate,1
6,064,Accelerate,1
6,081,Accelerate,1
6,097,Accelerate,1
6,114,Accelerate,1
6,131,Accelerate,1
6,147,Accelerate,1
6,164,Accelerate,1
6,181,Accelerate,1
6,198,Accelerate,1
6,214,Accelerate,1
6,231,Accelerate,1
6,247,Accelerate,1
6,265,Accelerate,1
6,281,Accelerate,1
6,297,Accelerate,1
6,316,Accelerate,1
6,330,Accelerate,1
6,351,Accelerate,1
6,364,Accelerate,1
6,381,Enemy collision,1
6,382,Damage taken,1
6,382,Enemy killed,1
6,382,Accelerate,1
6,399,Accelerate,1
6,414,Accelerate,1
6,431,Accelerate,1
6,449,Accelerate,1
6,466,Accelerate,1
6,485,Accelerate,1
6,499,Accelerate,1
6,516,Accelerate,1
6,531,Accelerate,1
6,548,Accelerate,1
6,564,Accelerate,1
6,580,Enemy collision,1
