Timestamp, Event, Value
9,371,Accelerate,1
9,388,Accelerate,1
9,405,Accelerate,1
9,421,Accelerate,1
9,438,Accelerate,1
9,454,Accelerate,1
9,470,Accelerate,1
9,488,Accelerate,1
9,504,Accelerate,1
9,519,Accelerate,1
9,537,Accelerate,1
9,552,Accelerate,1
9,570,Accelerate,1
9,587,Accelerate,1
9,604,Accelerate,1
9,621,Accelerate,1
9,636,Accelerate,1
9,655,Accelerate,1
9,670,Accelerate,1
9,686,Accelerate,1
9,703,Accelerate,1
9,721,Accelerate,1
9,737,Accelerate,1
9,753,Accelerate,1
9,770,Accelerate,1
9,787,Accelerate,1
9,803,Accelerate,1
9,819,Accelerate,1
9,837,Accelerate,1
9,854,Turn Left,1
9,854,Accelerate,1
9,869,Turn Left,1
9,869,Accelerate,1
9,887,Turn Left,1
9,887,Accelerate,1
9,904,Turn Left,1
9,904,Accelerate,1
9,920,Turn Left,1
9,920,Accelerate,1
9,937,Turn Left,1
9,937,Accelerate,1
9,954,Turn Left,1
9,954,Accelerate,1
9,971,Turn Left,1
9,971,Accelerate,1
9,987,Turn Left,1
9,987,Accelerate,1
10,003,Turn Left,1
10,003,Accelerate,1
10,020,Turn Left,1
10,020,Accelerate,1
10,036,Turn Left,1
10,036,Accelerate,1
10,053,Turn Left,1
10,053,Accelerate,1
10,071,Bullet Fired,1
10,071,Turn Left,1
10,071,Accelerate,1
10,086,Turn Left,1
10,170,Bullet Fired,1
10,271,Bullet Fired,1
10,372,Bullet Fired,1
10,387,Turn Left,1
10,407,Turn Left,1
10,421,Turn Left,1
10,437,Turn Left,1
10,454,Turn Left,1
10,471,Bullet Fired,1
10,471,Turn Left,1
10,487,Turn Left,1
10,505,Turn Left,1
10,521,Turn Left,1
10,539,Turn Left,1
10,553,Turn Left,1
10,570,Bullet Fired,1
10,570,Turn Left,1
10,588,Turn Left,1
10,604,Turn Left,1
10,621,Turn Left,1
10,637,Turn Left,1
10,653,Turn Left,1
10,671,Bullet Fired,1
10,671,Turn Left,1
10,688,Turn Left,1
10,704,Turn Left,1
10,721,Turn Left,1
10,737,Turn Left,1
10,753,Turn Left,1
10,771,Bullet Fired,1
10,772,Turn Left,1
10,788,Turn Left,1
10,805,Turn Left,1
10,821,Turn Left,1
10,871,Bullet Fired,1
10,971,Bullet Fired,1
11,070,Bullet Fired,1
11,171,Bullet Fired,1
11,254,Turn Left,1
11,271,Bullet Fired,1
11,271,Turn Left,1
11,289,Turn Left,1
11,304,Turn Left,1
11,322,Turn Left,1
11,337,Turn Left,1
11,355,Turn Left,1
11,371,Bullet Fired,1
11,371,Turn Left,1
11,388,Turn Left,1
11,418,Turn Left,1
11,423,Turn Left,1
11,437,Turn Left,1
11,455,Bullet Fired,1
11,537,Bullet Fired,1
11,636,Bullet Fired,1
11,737,Bullet Fired,1
11,838,Bullet Fired,1
11,920,Bullet Missed,1
11,938,Bullet Fired,1
11,970,Bullet Missed,1
11,971,Bullet Missed,1
11,972,Turn Right,1
11,988,Turn Right,1
12,005,Turn Right,1
12,020,Bullet Missed,1
12,021,Turn Right,1
12,039,Bullet Fired,1
12,039,Turn Right,1
12,055,Turn Right,1
12,071,Bullet Missed,1
12,072,Turn Right,1
12,086,Turn Right,1
12,103,Turn Right,1
12,121,Turn Right,1
12,136,Bullet Missed,1
12,138,Bullet Fired,1
12,138,Turn Right,1
12,154,Turn Right,1
12,169,Bullet Missed,1
12,170,Turn Right,1
12,235,Bullet Missed,1
12,270,Bullet Missed,1
12,352,Bullet Missed,1
12,353,Bullet Missed,1
12,402,Bullet Missed,1
12,419,Bullet Missed,1
12,470,Turn Left,1
12,486,Bullet Missed,1
12,486,Bullet Missed,1
12,487,Turn Left,1
12,503,Turn Left,1
12,521,Turn Left,1
12,537,Turn Left,1
12,552,Bullet Missed,1
12,554,Turn Left,1
12,571,Turn Right,1
12,585,Bullet Missed,1
12,587,Turn Right,1
12,603,Turn Right,1
12,620,Bullet Missed,1
12,622,Turn Right,1
12,636,Turn Right,1
12,653,Turn Right,1
12,670,Bullet Missed,1
12,671,Turn Right,1
12,687,Turn Right,1
12,702,Bullet Missed,1
12,703,Turn Right,1
12,721,Turn Right,1
12,736,Bullet Missed,1
12,737,Turn Right,1
12,754,Turn Right,1
12,770,Turn Right,1
12,787,Turn Right,1
12,805,Turn Right,1
12,821,Turn Right,1
12,837,Turn Right,1
12,853,Turn Right,1
12,870,Turn Right,1
12,887,Bullet Fired,1
12,887,Turn Right,1
12,903,Turn Right,1
12,921,Turn Right,1
12,937,Turn Right,1
12,953,Turn Right,1
12,969,Bullet Missed,1
12,971,Turn Right,1
12,986,Bullet Fired,1
12,986,Turn Right,1
13,003,Turn Right,1
13,021,Turn Right,1
13,037,Turn Right,1
13,054,Turn Right,1
13,070,Turn Right,1
13,087,Bullet Fired,1
13,087,Turn Right,1
13,103,Turn Right,1
13,121,Turn Right,1
13,138,Turn Right,1
13,152,Turn Right,1
13,169,Turn Right,1
13,186,Bullet Fired,1
13,186,Turn Right,1
13,202,Turn Right,1
13,221,Turn Right,1
13,237,Turn Right,1
13,253,Turn Right,1
13,271,Turn Right,1
13,271,Accelerate,1
13,287,Bullet Fired,1
13,287,Turn Right,1
13,287,Accelerate,1
13,303,Turn Right,1
13,304,Accelerate,1
13,321,Turn Right,1
13,321,Accelerate,1
13,338,Turn Right,1
13,338,Accelerate,1
13,353,Turn Right,1
13,353,Accelerate,1
13,370,Bullet Missed,1
13,371,Turn Right,1
13,371,Accelerate,1
13,387,Bullet Fired,1
13,388,Turn Right,1
13,388,Accelerate,1
13,403,Turn Right,1
13,403,Accelerate,1
13,421,Turn Right,1
13,421,Accelerate,1
13,437,Accelerate,1
13,453,Accelerate,1
13,471,Accelerate,1
13,487,Bullet Fired,1
13,487,Accelerate,1
13,504,Accelerate,1
13,520,Accelerate,1
13,537,Accelerate,1
13,553,Accelerate,1
13,570,Accelerate,1
13,587,Bullet Fired,1
13,587,Accelerate,1
13,603,Bullet Missed,1
13,604,Accelerate,1
13,621,Accelerate,1
13,638,Accelerate,1
13,653,Accelerate,1
13,671,Accelerate,1
13,687,Bullet Fired,1
13,687,Accelerate,1
13,704,Accelerate,1
13,721,Accelerate,1
13,737,Accelerate,1
13,753,Accelerate,1
13,772,Accelerate,1
13,787,Bullet Fired,1
13,787,Turn Right,1
13,787,Accelerate,1
13,804,Turn Right,1
13,804,Accelerate,1
13,822,Turn Right,1
13,822,Accelerate,1
13,838,Turn Right,1
13,838,Accelerate,1
13,854,Turn Right,1
13,854,Accelerate,1
13,870,Turn Right,1
13,871,Accelerate,1
13,889,Damage taken,1
13,890,Bullet Fired,1
13,890,Turn Right,1
13,890,Accelerate,1
13,903,Turn Right,1
13,903,Accelerate,1
13,920,Turn Right,1
13,937,Turn Right,1
13,955,Turn Right,1
13,971,Turn Right,1
13,986,Bullet Missed,1
13,988,Bullet Fired,1
13,988,Turn Right,1
14,087,Bullet Fired,1
14,153,Damage taken,1
14,187,Bullet Fired,1
14,386,Damage taken,1
14,437,Accelerate,1
14,454,Accelerate,1
14,471,Accelerate,1
14,487,Accelerate,1
14,503,Accelerate,1
14,522,Accelerate,1
14,538,Accelerate,1
14,554,Accelerate,1
14,570,Accelerate,1
14,586,Accelerate,1
14,603,Accelerate,1
14,620,Accelerate,1
14,636,Accelerate,1
14,652,Enemy collision,1
14,652,Damage taken,1
14,652,Enemy killed,1
14,654,Time alive,10129
