Timestamp, Event, Value
0,716,Accelerate,1
0,730,Accelerate,1
0,746,Accelerate,1
0,764,Accelerate,1
0,780,Accelerate,1
0,797,Accelerate,1
0,812,Accelerate,1
0,830,Accelerate,1
0,847,Accelerate,1
0,863,Accelerate,1
0,880,Accelerate,1
0,897,Accelerate,1
0,913,Accelerate,1
0,930,Accelerate,1
0,946,Accelerate,1
0,963,Accelerate,1
0,980,Accelerate,1
0,996,Accelerate,1
1,014,Accelerate,1
1,030,Accelerate,1
1,046,Accelerate,1
1,062,Accelerate,1
1,080,Accelerate,1
1,096,Accelerate,1
1,113,Accelerate,1
1,130,Accelerate,1
1,147,Accelerate,1
1,163,Accelerate,1
1,179,Accelerate,1
1,196,Accelerate,1
1,213,Accelerate,1
1,229,Accelerate,1
1,247,Accelerate,1
1,263,Accelerate,1
1,280,Accelerate,1
1,296,Accelerate,1
1,314,Accelerate,1
1,331,Accelerate,1
1,347,Accelerate,1
1,364,Accelerate,1
1,380,Accelerate,1
1,397,Accelerate,1
1,413,Accelerate,1
1,429,Accelerate,1
1,446,Accelerate,1
1,463,Accelerate,1
1,480,Accelerate,1
1,497,Accelerate,1
1,514,Accelerate,1
1,529,Accelerate,1
1,546,Accelerate,1
1,564,Accelerate,1
1,580,Accelerate,1
1,596,Accelerate,1
1,614,Accelerate,1
1,630,Accelerate,1
1,646,Accelerate,1
1,663,Accelerate,1
1,680,Accelerate,1
1,696,Accelerate,1
1,714,Accelerate,1
1,730,Accelerate,1
1,747,Accelerate,1
1,764,Accelerate,1
1,780,Accelerate,1
1,796,Accelerate,1
1,813,Accelerate,1
1,830,Accelerate,1
1,846,Accelerate,1
1,864,Accelerate,1
1,880,Accelerate,1
1,896,Accelerate,1
1,914,Accelerate,1
1,929,Accelerate,1
1,946,Accelerate,1
1,963,Accelerate,1
1,980,Accelerate,1
1,996,Accelerate,1
2,013,Accelerate,1
2,030,Accelerate,1
2,047,Accelerate,1
2,064,Accelerate,1
2,081,Accelerate,1
2,096,Accelerate,1
2,114,Accelerate,1
2,130,Accelerate,1
2,147,Accelerate,1
2,164,Accelerate,1
2,180,Accelerate,1
2,197,Accelerate,1
2,213,Accelerate,1
2,229,Accelerate,1
2,246,Accelerate,1
2,263,Accelerate,1
2,279,Accelerate,1
3,448,Accelerate,1
3,463,Accelerate,1
3,479,Accelerate,1
