Timestamp, Event, Value
0,416,Accelerate,1
0,432,Accelerate,1
0,447,Accelerate,1
0,463,Accelerate,1
0,480,Accelerate,1
0,497,Accelerate,1
0,514,Accelerate,1
0,531,Accelerate,1
0,547,Accelerate,1
0,564,Accelerate,1
0,580,Accelerate,1
0,597,Accelerate,1
0,614,Accelerate,1
0,631,Accelerate,1
0,647,Accelerate,1
0,664,Accelerate,1
0,680,Accelerate,1
0,697,Accelerate,1
0,714,Accelerate,1
0,730,Accelerate,1
0,747,Accelerate,1
0,764,Accelerate,1
0,780,Accelerate,1
0,797,Accelerate,1
0,814,Accelerate,1
0,830,Accelerate,1
0,847,Accelerate,1
0,864,Accelerate,1
0,880,Accelerate,1
0,897,Accelerate,1
0,914,Accelerate,1
0,931,Accelerate,1
0,947,Accelerate,1
0,964,Accelerate,1
0,980,Accelerate,1
0,998,Accelerate,1
1,013,Accelerate,1
1,030,Accelerate,1
1,047,Accelerate,1
1,064,Accelerate,1
1,082,Accelerate,1
1,098,Accelerate,1
1,114,Accelerate,1
1,131,Accelerate,1
1,147,Accelerate,1
1,168,Accelerate,1
1,180,Accelerate,1
1,206,Bullet Fired,1
1,206,Accelerate,1
1,224,Accelerate,1
1,230,Accelerate,1
1,247,Accelerate,1
1,264,Accelerate,1
1,281,Accelerate,1
1,299,Bullet Fired,1
1,299,Accelerate,1
1,314,Accelerate,1
1,331,Accelerate,1
1,347,Accelerate,1
1,364,Accelerate,1
1,380,Accelerate,1
1,398,Bullet Fired,1
1,398,Accelerate,1
1,414,Accelerate,1
1,431,Accelerate,1
1,447,Accelerate,1
1,465,Accelerate,1
1,481,Accelerate,1
1,497,Accelerate,1
1,514,Accelerate,1
1,531,Accelerate,1
1,547,Accelerate,1
1,564,Accelerate,1
1,581,Accelerate,1
1,597,Accelerate,1
1,614,Accelerate,1
1,631,Accelerate,1
1,648,Accelerate,1
1,668,Accelerate,1
1,681,Accelerate,1
1,699,Accelerate,1
1,714,Accelerate,1
1,730,Accelerate,1
1,747,Accelerate,1
1,764,Accelerate,1
1,780,Accelerate,1
1,797,Accelerate,1
1,813,Accelerate,1
1,830,Accelerate,1
1,847,Accelerate,1
1,864,Accelerate,1
1,881,Accelerate,1
1,898,Accelerate,1
1,913,Accelerate,1
1,931,Accelerate,1
1,947,Accelerate,1
1,963,Accelerate,1
1,980,Accelerate,1
1,997,Accelerate,1
2,013,Accelerate,1
2,030,Accelerate,1
2,047,Accelerate,1
2,064,Accelerate,1
2,080,Accelerate,1
2,097,Accelerate,1
2,114,Accelerate,1
2,130,Accelerate,1
2,147,Accelerate,1
2,164,Turn Left,1
2,164,Accelerate,1
2,181,Turn Left,1
2,181,Accelerate,1
2,196,Turn Left,1
2,197,Accelerate,1
2,213,Turn Left,1
2,213,Accelerate,1
2,231,Turn Left,1
2,231,Accelerate,1
