Timestamp, Event, Value
0.846,Bullet Fired,1
0.938,Bullet Fired,1
1.038,Bullet Fired,1
1.137,Bullet Fired,1
1.237,Bullet Fired,1
1.256,Accelerate,1
1.271,Accelerate,1
1.287,Accelerate,1
1.304,Accelerate,1
1.321,Accelerate,1
1.338,Bullet Fired,1
1.338,Accelerate,1
1.356,Accelerate,1
1.370,Accelerate,1
1.387,Accelerate,1
1.405,Accelerate,1
1.421,Accelerate,1
1.438,Accelerate,1
1.454,Accelerate,1
1.470,Accelerate,1
1.487,Accelerate,1
1.506,Accelerate,1
1.520,Accelerate,1
1.538,Accelerate,1
1.555,Accelerate,1
1.570,Accelerate,1
1.587,Accelerate,1
1.605,Accelerate,1
1.621,Accelerate,1
1.638,Accelerate,1
1.655,Accelerate,1
1.670,Accelerate,1
1.688,Accelerate,1
1.705,Accelerate,1
1.721,Accelerate,1
1.738,Accelerate,1
1.754,Accelerate,1
1.771,Accelerate,1
1.790,Accelerate,1
1.805,Accelerate,1
1.822,Accelerate,1
1.838,Accelerate,1
1.854,Accelerate,1
1.871,Accelerate,1
1.888,Accelerate,1
1.904,Accelerate,1
1.922,Accelerate,1
1.937,Accelerate,1
1.954,Accelerate,1
1.971,Accelerate,1
1.987,Accelerate,1
2.004,Accelerate,1
2.022,Accelerate,1
2.039,Accelerate,1
2.054,Accelerate,1
2.071,Accelerate,1
2.088,Accelerate,1
2.104,Accelerate,1
2.121,Accelerate,1
2.138,Accelerate,1
2.155,Accelerate,1
2.171,Accelerate,1
2.187,Accelerate,1
2.205,Accelerate,1
2.221,Accelerate,1
2.237,Accelerate,1
2.256,Accelerate,1
2.271,Accelerate,1
2.287,Accelerate,1
2.305,Accelerate,1
2.320,Accelerate,1
2.339,Accelerate,1
2.355,Accelerate,1
2.371,Accelerate,1
2.388,Accelerate,1
2.406,Accelerate,1
2.420,Accelerate,1
2.438,Accelerate,1
2.456,Accelerate,1
2.471,Accelerate,1
2.488,Accelerate,1
2.504,Accelerate,1
2.521,Accelerate,1
2.538,Accelerate,1
2.557,Accelerate,1
2.570,Accelerate,1
2.588,Accelerate,1
2.604,Accelerate,1
2.620,Accelerate,1
2.637,Accelerate,1
2.654,Accelerate,1
2.670,Bullet Missed,1
2.671,Accelerate,1
2.687,Accelerate,1
2.703,Accelerate,1
2.721,Turn Right,1
2.721,Accelerate,1
2.737,Turn Right,1
2.737,Accelerate,1
2.754,Turn Right,1
2.754,Accelerate,1
2.771,Turn Right,1
2.771,Accelerate,1
2.788,Turn Right,1
2.788,Accelerate,1
2.804,Turn Right,1
2.804,Accelerate,1
2.821,Turn Right,1
2.821,Accelerate,1
2.837,Turn Right,1
2.838,Accelerate,1
2.855,Turn Right,1
2.856,Accelerate,1
2.870,Turn Right,1
2.870,Accelerate,1
2.887,Turn Right,1
2.888,Accelerate,1
2.906,Turn Right,1
2.906,Accelerate,1
2.920,Turn Right,1
2.920,Accelerate,1
2.937,Turn Right,1
2.937,Accelerate,1
2.954,Turn Right,1
2.954,Accelerate,1
2.972,Turn Right,1
2.972,Accelerate,1
2.987,Turn Right,1
2.987,Accelerate,1
3.004,Turn Right,1
3.004,Accelerate,1
3.020,Turn Right,1
3.020,Accelerate,1
3.037,Turn Right,1
3.038,Accelerate,1
3.054,Accelerate,1
3.070,Bullet Missed,1
3.071,Accelerate,1
3.088,Accelerate,1
3.104,Accelerate,1
3.121,Accelerate,1
3.137,Accelerate,1
3.154,Accelerate,1
3.171,Accelerate,1
3.188,Turn Left,1
3.188,Accelerate,1
3.204,Turn Left,1
3.204,Accelerate,1
3.221,Turn Left,1
3.221,Accelerate,1
3.238,Turn Left,1
3.238,Accelerate,1
3.256,Turn Left,1
3.256,Accelerate,1
3.270,Turn Left,1
3.270,Accelerate,1
3.288,Turn Left,1
3.288,Accelerate,1
3.304,Turn Left,1
3.304,Accelerate,1
3.321,Turn Left,1
3.321,Accelerate,1
3.337,Turn Left,1
3.337,Accelerate,1
3.354,Turn Left,1
3.354,Accelerate,1
3.371,Turn Left,1
3.371,Accelerate,1
3.387,Turn Left,1
3.387,Accelerate,1
3.404,Bullet Missed,1
3.405,Turn Left,1
3.405,Accelerate,1
3.420,Turn Left,1
3.421,Accelerate,1
3.438,Accelerate,1
3.455,Accelerate,1
3.470,Accelerate,1
3.487,Accelerate,1
3.505,Accelerate,1
3.520,Accelerate,1
3.537,Accelerate,1
3.555,Accelerate,1
3.571,Accelerate,1
3.588,Accelerate,1
3.606,Bullet Fired,1
3.606,Accelerate,1
3.622,Accelerate,1
3.637,Accelerate,1
3.654,Accelerate,1
3.670,Accelerate,1
3.688,Accelerate,1
3.704,Bullet Fired,1
3.704,Accelerate,1
3.721,Accelerate,1
3.737,Accelerate,1
3.754,Accelerate,1
3.770,Accelerate,1
3.787,Accelerate,1
3.806,Bullet Fired,1
3.806,Accelerate,1
3.822,Accelerate,1
3.837,Accelerate,1
3.855,Bullet Missed,1
3.857,Accelerate,1
3.872,Accelerate,1
3.888,Accelerate,1
3.904,Accelerate,1
3.921,Accelerate,1
3.937,Accelerate,1
3.954,Accelerate,1
3.970,Accelerate,1
3.988,Accelerate,1
4.003,Accelerate,1
4.021,Accelerate,1
4.037,Accelerate,1
4.054,Accelerate,1
4.070,Accelerate,1
4.088,Accelerate,1
4.105,Accelerate,1
4.121,Accelerate,1
4.137,Bullet Missed,1
4.138,Accelerate,1
4.155,Accelerate,1
4.170,Accelerate,1
4.188,Accelerate,1
4.206,Turn Right,1
4.206,Accelerate,1
4.221,Turn Right,1
4.221,Accelerate,1
4.237,Turn Right,1
4.238,Accelerate,1
4.253,Turn Right,1
4.254,Accelerate,1
4.270,Turn Right,1
4.270,Accelerate,1
4.287,Turn Right,1
4.288,Accelerate,1
4.304,Turn Right,1
4.304,Accelerate,1
4.320,Turn Right,1
4.320,Accelerate,1
4.338,Turn Right,1
4.338,Accelerate,1
4.354,Turn Right,1
4.354,Accelerate,1
4.371,Accelerate,1
4.387,Accelerate,1
4.404,Accelerate,1
4.420,Accelerate,1
4.437,Accelerate,1
4.454,Accelerate,1
4.470,Bullet Missed,1
4.470,Accelerate,1
4.487,Accelerate,1
4.504,Accelerate,1
4.520,Accelerate,1
4.537,Accelerate,1
4.553,Accelerate,1
4.572,Turn Left,1
4.572,Accelerate,1
4.587,Turn Left,1
4.587,Accelerate,1
4.605,Turn Left,1
4.605,Accelerate,1
4.620,Turn Left,1
4.620,Accelerate,1
4.638,Turn Left,1
4.638,Accelerate,1
4.654,Turn Left,1
4.654,Accelerate,1
4.672,Turn Left,1
4.672,Accelerate,1
4.688,Turn Left,1
4.688,Accelerate,1
4.705,Turn Left,1
4.705,Accelerate,1
4.721,Turn Left,1
4.721,Accelerate,1
4.737,Turn Left,1
4.737,Accelerate,1
4.756,Accelerate,1
4.771,Accelerate,1
4.787,Accelerate,1
4.805,Accelerate,1
4.820,Accelerate,1
4.837,Accelerate,1
4.854,Accelerate,1
4.870,Accelerate,1
4.887,Accelerate,1
4.904,Accelerate,1
4.920,Accelerate,1
4.937,Accelerate,1
4.953,Accelerate,1
4.970,Accelerate,1
4.987,Accelerate,1
5.005,Accelerate,1
5.021,Turn Right,1
5.021,Accelerate,1
5.037,Turn Right,1
5.037,Accelerate,1
5.054,Turn Right,1
5.054,Accelerate,1
5.070,Turn Right,1
5.070,Accelerate,1
5.087,Turn Right,1
5.087,Accelerate,1
5.104,Turn Right,1
5.104,Accelerate,1
5.120,Bullet Missed,1
5.121,Turn Right,1
5.121,Accelerate,1
5.138,Accelerate,1
5.153,Bullet Missed,1
5.154,Accelerate,1
5.170,Accelerate,1
5.187,Accelerate,1
5.205,Accelerate,1
5.220,Bullet Missed,1
5.221,Accelerate,1
5.238,Accelerate,1
5.253,Accelerate,1
5.271,Accelerate,1
5.287,Accelerate,1
5.303,Accelerate,1
5.320,Accelerate,1
5.338,Accelerate,1
5.355,Accelerate,1
5.371,Accelerate,1
5.388,Turn Left,1
5.388,Accelerate,1
5.405,Turn Left,1
5.405,Accelerate,1
5.420,Turn Left,1
5.420,Accelerate,1
5.437,Turn Left,1
5.437,Accelerate,1
5.454,Turn Left,1
5.454,Accelerate,1
5.470,Turn Left,1
5.470,Accelerate,1
5.487,Turn Left,1
5.487,Accelerate,1
5.505,Turn Left,1
5.505,Accelerate,1
5.521,Accelerate,1
5.538,Accelerate,1
5.555,Accelerate,1
5.571,Accelerate,1
5.587,Accelerate,1
5.604,Accelerate,1
5.620,Accelerate,1
5.637,Accelerate,1
5.655,Accelerate,1
5.670,Accelerate,1
5.687,Accelerate,1
5.705,Accelerate,1
5.721,Accelerate,1
5.737,Accelerate,1
5.753,Accelerate,1
5.771,Accelerate,1
5.787,Accelerate,1
5.804,Accelerate,1
5.820,Accelerate,1
5.837,Accelerate,1
5.858,Accelerate,1
5.871,Accelerate,1
5.888,Accelerate,1
5.903,Accelerate,1
5.920,Accelerate,1
5.938,Accelerate,1
5.953,Accelerate,1
5.970,Accelerate,1
5.988,Accelerate,1
6.005,Accelerate,1
6.020,Accelerate,1
6.037,Accelerate,1
6.054,Accelerate,1
6.107,Turn Right,1
6.120,Turn Right,1
6.137,Turn Right,1
6.155,Turn Right,1
6.171,Turn Right,1
6.188,Turn Right,1
6.205,Turn Right,1
6.205,Accelerate,1
6.221,Turn Right,1
6.237,Turn Right,1
6.254,Turn Right,1
6.254,Accelerate,1
6.272,Turn Right,1
6.487,Accelerate,1
6.503,Accelerate,1
6.521,Accelerate,1
6.537,Accelerate,1
6.554,Accelerate,1
6.570,Accelerate,1
6.588,Accelerate,1
6.604,Accelerate,1
6.620,Accelerate,1
6.637,Accelerate,1
6.821,Turn Left,1
6.837,Turn Left,1
6.854,Turn Left,1
6.870,Turn Left,1
6.887,Turn Left,1
6.905,Turn Left,1
6.921,Turn Left,1
7.038,Accelerate,1
7.055,Accelerate,1
7.070,Accelerate,1
7.087,Accelerate,1
7.105,Accelerate,1
7.120,Accelerate,1
7.271,Accelerate,1
7.287,Accelerate,1
7.303,Accelerate,1
7.321,Accelerate,1
7.338,Turn Left,1
7.338,Accelerate,1
7.354,Turn Left,1
7.354,Accelerate,1
7.370,Turn Left,1
7.370,Accelerate,1
7.388,Turn Left,1
7.388,Accelerate,1
7.404,Turn Left,1
7.404,Accelerate,1
7.421,Turn Left,1
7.421,Accelerate,1
7.437,Turn Left,1
7.437,Accelerate,1
7.604,Accelerate,1
7.621,Accelerate,1
7.637,Accelerate,1
7.655,Accelerate,1
7.670,Accelerate,1
7.687,Accelerate,1
7.704,Accelerate,1
7.854,Turn Left,1
7.871,Turn Left,1
7.887,Turn Left,1
7.904,Turn Left,1
7.920,Turn Left,1
7.937,Turn Left,1
7.954,Turn Left,1
7.971,Turn Left,1
7.987,Turn Left,1
8.006,Accelerate,1
8.020,Accelerate,1
8.037,Accelerate,1
8.055,Accelerate,1
8.070,Accelerate,1
8.088,Accelerate,1
